text,label,majority,minority
"It has nothing to do with gender, age, race, sexual orientation, etc",0,False,False
Just like racist comments are NOT acceptable,0,False,False
"Is it the same thing you find amusing about threatening another poster with genital mutilation, performed by yourself",1,False,False
These arguments are embarrassingly stupid,1,False,False
"They believe in lesser government until it cuts into their profits or it involves women, minorities or gays",0,False,False
Here's the truth to the ridiculous lies being sprouted here: They say heterosexuality is not hard-wired but transgenderism and homosexuality are,1,False,False
It would be nice to see the same turn-out at marches against the killing of children/women in SA,0,False,False
The Church leaders had spent months deciding to accept same-sex marriage and the ceremony celebrated both the particular wedding and the Church decision,0,False,False
Another reality you don't want to recognize,0,False,False
They are protesting innocent black men being murdered by police,1,False,False
And they will somehow blame me for their stupidity,1,False,False
"

Back in the 80's, it was acceptance of gays",0,False,False
"
PC Premier William Davis extended the funding of the Roman Catholic school board to Grade 13",0,False,False
Real solutions instead of this racist banter against Alaska Native People,0,False,False
"All those first responders , those police and fire department men and women were idiots in his mind , dying for a imperialist racist country",1,False,False
"Since our corrupt and incompetent governments are screwing every man, woman and child in Canada up the you know what, to remain inside the law, they need to remove age restrictions around anal intercourse",1,False,False
"I don't think all of Christianity is bad because the Bible says to kill gays, or because the Phelps Church is terrible",0,False,False
The only sexual act that was not a sin was sex between a man and a woman united in holy Matrimony,0,False,False
I didn't have to wait until the afternoon for the G&M daily front-page story about muslims,0,False,False
"When it's a white christian we call them crazy and a-political, when they're not we call them ""terrorists"" or ""religious fanatics""",1,False,False
"As I mentioned in an earlier post, I have two low income people with mental illness that I helped, and they were delayed MONTHS from getting service because of a run-around",0,False,False
"The problem, of course, is that bishops talking to bishops about sexuality is useless - the blind leading the blind",0,False,False
Did he rape his wife,1,False,False
"

1 budget minus 2 expenses (1-2)
=-1 (you're in the black)",0,False,False
"Axel

A majority of Muslims consider Aga Khan and the Ismailis to be heretics",0,False,False
This crazy-assed notion infected Alaska in the early '90's resulting in the shutdown of state-run mental hospitals and homes around the state,0,False,False
But no--you have no problem with the Muslims do yah-just Jews,0,False,False
"trump has mocked handicapped people, described grabbing women by the ""p*ssy,"" mocked his opponent's wives, made up childish playground insult names for everyone who crosses him, and curses freely on national television",1,False,False
The notion that Sam Sole has ever been suspected of being an apartheid spy is just rubbish,1,False,False
"
Thank you for sharing your experience with Emmit Till made even sadder by the recent news of the untruth that led to his death",0,False,False
"Corrections: (1) Those claiming the Messiah's ""tolerance"" for homosexuality argue based on a negative",0,False,False
"Your sons will be cut down like dogs if they don""t convert to Muslim
",1,False,False
"We didn't cause 'global warming', Zika, pythons in the Everglades, the housing market crash, AIDS, world hunger, Sara Palin, the recent Aleutian volcano eruption, 'reality' TV, Paris Hilton or the selection of POS-elect Trump",0,False,False
"However men from across the globe do bring a font of understanding premised on lived experience in parts of the world not truly experienced by the church's center, the Holy See",0,False,False
With an EIS approval in hand AGDC can tell the world it has a viable project so if someone wants to lend us $40 billion or commit to buy LNG well above todays market price we are ready to go,0,False,False
"

Local guy shoots scores of people - "" He has serious mental health issues"" or ""Let us pray for the loss"" or "" Guns have nothing to do with it""

",1,False,False
"Because of my military pension, my SS benefits will be reduced, no ifs, ands or buts for me on that",0,False,False
Don't let those Islamist loving teachers destroy your minds,1,False,False
It only shows how stupid he is,1,False,False
What a load of crap,1,False,False
"
-	The physical harms can be medically treated and healed, but sexual abuse by clergy is putting a child in the literal h@ll on earth & ruin their spiritual lives",0,False,False
"As for the conditions on northern reserves, what needs to be investigated is WHAT is happening to the money they receive",0,False,False
"

The muslim sounding name guy (a witness) was likely running from the scene (of course) and picked up by police",0,False,False
"If the shooter was a Muslim and/or an immigrant, expect to see Trumpty Dumpty and his rear sniffers at Fox exploit this shooting for maximum propaganda effect",0,False,True
You've obviously never been bitten by a black mamba,0,False,False
"Personally I feel really bad for these people, they were led on by Obama to believe they were getting closer but in fact where not",0,False,False
"- BLM"" (Black Lives Matter)
* Our race is as important as your race",0,False,False
"
Biden noted that many voters felt they weren't being heard during the election and pointed to the ""angry white men"" who backed Trump and have been called a ""racist",0,False,False
"Well let me instruct you, being as that youâ€™ve demonstrated some very deep ignorance here",0,False,False
Her opinions are as useless as the show they appeared on,1,False,False
"
Al Green should be an embarrassment to you",0,False,False
"As one white woman in Las Vegas said about Trump acting like a pig around women, â€œheâ€™s just an American man",1,False,False
"

Sexual activity with a child is and has always been regarded as a very grave sin by the Church",0,False,False
"Sure, if you were fleeing Russian Pogroms or the Irish potato famine",0,False,False
"

Does not our Christian faith require us to instruct the ignorant",0,False,False
"How many Canadians know trudeau vacations 
with Muslims",1,False,False
Equality makes them just look stupid,1,False,False
until they cut the genitals of a little girl and marry her off to some old creep with 3 other wives,1,False,False
Homosexual relationships cannot propagate the species  Therefore there is no compelling interest for the government to be involved,0,False,False
and over 80% of the sexual abuse was men engaging in homosexual acts with young boys,0,False,False
"
You are hypocrites and sociopaths

Anyway rationalize away if you dare",1,False,False
"Yup he is no man, he is a pedophile predator",1,False,False
"â€œHistory informs anti-black racism and racial stereotypes that are so deeply entrenched in institutions, policies and practices, that its institutional and systemic forms are either functionally normalized or rendered invisible, especially to the dominant group,â€� the UN officials wrote",0,False,False
and the newest housing division over there that is at the oldest 10 years old and the newest homes are 8 is now really sketchy to be in and has thefts like crazy,0,False,False
"
All a politician has to do is scream about Muslims or people from Mexico or those darn liberals, and lots of people become intimidated",1,False,False
This is the first time someone has actually written an article about these islamic extremist and the fact they they would kill a gay as soon as look at him or her,1,False,False
I wonder how much of our taxpayer dollars are going to be wasted on this totally ridiculous clown to assuage his widdle hurt feewings,1,False,False
"

But maybe those Feminists who are so concerned about this could start by asking women arriving at university why they aren't enrolling in computer programming courses",0,False,False
Black perp ambushes black female police officer,1,False,False
"
Being rid of the racists in the White House will go a long ways to making all the other racists scurry back under their rocks where they belong",1,False,False
"

It hasn't been nearly as well publicized as the first time, but yet again in a real-world test, this time in July at Minneapolis-St",0,False,False
The black market will still be alive to serve lower prices,0,False,False
"If you don't like black bear meat, offer it for free on Craigslist",0,False,False
"Donald Trump is striving to avoid reaching the point where either non-Muslims are forced to kill Muslims, or be killed by Muslims",1,False,False
"

They come runnin' just as fast as they can
'Cause every girl crazy 'bout a sharp dressed man",0,False,False
We live in a country where a woman is free to walk in the streets without her face covered,0,False,False
Where do your girlfriends store your testicles,1,False,False
"Just like Hitler's SS rounding up the jews, gypsies, homosexuals, clergy etc",1,False,False
"Now, is every cop shooting of a black person unjustified",0,False,False
"""Clearly ESPN employs trash on all levels"" Hmmm, one man's trash is another man's treasure",1,False,False
"

And when Canadian minorities get sent to prison, hexx holes on their own right, they are locked up far in excess than blacks in America as a proportion of the general population",0,False,False
"yeah definitely racist,  and white supremacist and islamaphobe and sexist and  gay bashing",1,False,False
"They were Jaywalking, dressed in black clothes",0,False,False
"
Being racist does not act as a counterbalance to other racists",1,False,False
"
I have never heard a hunter say, â€œI love the sport of hunting",1,False,False
See how ridiculous that sounds,1,False,False
Benedict clearly has a better understanding of the Real Presence - not surprising given his theologian background,0,False,False
"

Are there are racists in the Alt Right",0,False,False
He has a mental illness,1,False,False
There is no conspiracy against blacks and most of the racism I have seen is towards whites not the other way around,1,False,False
"Not some amorphous ""homosexual tendency"", but to them as homosexuals",1,False,False
"
Politicoâ€™s Glenn Thrush, who was exposed in WikiLeaks emails sending stories to Hillary Clinton staffers before publication, will be joining the New York Times to cover the White House, The Huffington Post reported Monday",0,False,False
Are you saying that lesbian porn is acceptable if you think the women are beautiful,1,False,False
But the far right fear of it is pathetic,1,False,False
This exemplifies the racist demon that lurks beneath your holier-than-thou guise,1,False,False
"


One has to be immensely stupid/racist to think BLM is a hate group",1,False,False
Please tell us why same-sex married students are more likely to have an STD from marital sex than heterosexual married students,0,False,False
"""Diplomatic discussions suggested very strongly the Garratts had been seized in retribution",0,False,False
shoot down their damn test flight and call their bluff,1,False,False
"It seems to me, blacks have a lot of privilege I don't have",1,False,False
"Kushner) Conservative, Reform and Reconstructionist Jews",0,False,False
"Finally, Muslims are admitting Islam is not the religion of Peace",1,False,False
Isn't it less damning to say ALL Lives matter and not single out  Blacks,0,False,False
"
Double jeopardy is a procedural defence that prevents an accused person from being tried again on the same (or similar) charges and on the same facts, following a valid acquittal or conviction",0,False,False
"Generally speaking, they're cowards -- afraid, perhaps, of guilt by association",0,False,False
"Those who want to keep this farce going have no intention of ever addressing the base problem, that of aboriginal men murdering aboriginal women",0,False,False
"Well, that reply is typical of the way you always try to interpret the divinely inspired text in Scripture in the most self-serving and narcissistic manner",0,False,False
"Meanwhile bishops are covering for the pernicious problem of the secret lifestyles of their priests, gay and straight",1,True,False
"Some languages belong to the same family, others not so",0,False,False
"One ""side"" is responsible for the hate, so enough of these cowardly writers' lies",0,False,False
Since he's failing at everything he promised you have to cling to your racist beliefs,1,False,False
Statistics compiled by the Federal Government for 2015 and 2016 show that the chances of an unarmed black man being shot and killed by the police is about the same as being struck by lightning,0,False,False
"And if you believe that BS to be true than you, the rat-in-the-hat, the greazy black sisters, and the widow herself should all run off together and go somewhere",1,False,False
"Lack of State Funding, no opportunities discussed for improving Mental Health Care in Clallam County",0,False,False
"I agree about a lack of resources contributing to this, but I really don't think a meth addict and a murdering black person are likely to be Republicans",1,False,False
"He's a white supremacist and a nazi, the worst scum there is",1,False,False
Or telling a straight person they can't ever have sex again,1,False,False
"Given the heavy, one-sided defense leading local  legal figures  gave Mathew P",0,False,False
Recent sexual harassment class action suit by female RCMP officers,0,False,False
"You can in good faith even call actions and attitudes ""racist"" or ""naive"" or whatever",0,False,False
"

I remind people that jokes about the possibility that a ""Toyota with a stuck gas pedal"" was one knee jerk reaction of such insensitive and warped Trump/Nazi supporting thought",0,False,False
"Alan might be learned, but he sounds like a damn fool",1,False,False
I guess it is only a free country if you are muslim,1,False,False
You are saying that its ok to arrest innocent black people (or kill them at a 600% higher rate than whites) because they are arrested at higher rates than white people,0,False,False
"We had 2 malls(one of which has now closed and became a flea market) and the rich mall has issues holding stores, It had a jewlery store thats closed and a Hall mark that closed among others",0,False,False
but that doesn't mean you get to tell gay people what to do,0,False,False
"Maxine Wates is the BIGGEST EMBARRASMENT in America Politics and should be deported to Africa to live with other people that might understand her,,,like the African Bushmen,,,she does not belong in a CIVILIZED SOCIETY",1,False,False
"Riddle me this, Alexandra Ellis, gets drunk and high, kills a guy on a bicycle, leaves the scene of an accident and gets slapped on the wrist with a 90 sentence",0,False,False
"Funny how these people raise their young sons to be respectful of the fairer sex, opening doors for women, saying yes & no ma'am, treating every lady like a queen",1,False,False
This country has a history of killing black people for all sorts of reasons,1,False,False
"

You blab about racist this and racist that",1,False,False
Do you deny there are black supremacists in this country,1,False,False
Therein lies the problem with this stupid word 'Islamophobia',1,False,False
"It's a joke to still recognize Egypt for an example, it was an African nation that no longer exists",0,False,False
She will be appointed Canada's second openly gay female senator by Justin if she loses the next provincial election,0,False,False
We can at least drop sex ed classes from schools now,1,False,False
"
You seem to be locked in a time warp where the women who need help are left without a voice as you white trash lesbians rage against the mythical machine",1,False,False
Would this make the black race happy,1,False,False
You denigrate the lessons of the holocaust with that lame comparison,0,False,False
they need to do there job or get the fuck off the force,1,False,False
Your postulations continue to be utterly stupid as is you and the rest of the right-wing fascist horde,1,False,False
Radical Christians use those idiotic passages to spread hate and lies about gays,1,False,False
"The Dems had a net loss of 1,042 state and federal seats while your black messiah was in office",1,False,False
THIS is why Tiger is a perpetual jerk,1,True,False
"Walk tall,America is back as Uncle Tom waddles off into the selfie stick  black night",0,False,False
"open cans, torn open bags, ravens, bears, dogs, probably human scavengers too, but I never saw those",0,False,False
"It is a sick twisted society, you are right the politicians have so much dirt to hide that they are easily blackmailed and controlled by these globalists that want to flood Canada with the 3rd world scum",1,True,False
"
I know Catholics who have gotten divorces, gotten abortions,
were gay- do you see how ignorantly bigoted what you said is",1,False,False
Of course they know it you dumb jerk,1,False,False
"However,  on a regular frequency now, women are reported  missing and they turn up safe,  and turns out they were out for a RONDA VIEW Sexscapade",0,False,False
Likely 1222 if the usual suspects were frantically flagging comments that aren't pro-muslim,0,False,False
"These racists are the scum of the earth, they definitely do act like the kkk, the reo-nazi's and the white extremists, lol",1,False,False
The Wall does not STOP Green Card migrants from entering the US,0,False,False
I believe Site C will more than likely be a white elephant with no market for its very expensive power except for us poor suckers in BC,0,False,False
Let's get this straight:  hate speech against whites is OK and criticizing that type of speech is censorship,0,False,False
Will they ban black leather if it offends vegans,0,False,False
Yes we need tax reform,0,False,False
Ignorance and stupidity prevails with parents of the players   I find this common on girls sports teams as well particularly basketball and soccer,1,False,False
"Maybe you don't make yourself look like a fool on a 42(c), and the reason behind it may be opaque to the court, but it's obviously not opaque to the lawyer or the client",1,False,False
"They recognized their difficulties in getting the votes of minorities and women, then they nominated the most racist, misogynist candidate in recent American history",0,False,False
"How can you support sexual assault, fraud, compulsive lying and most likely treason and obstruction of justice, not to mention his attacks on women's rights and the poor",1,False,False
"The police have a thankless job, thanks to groups like black lives matter and the ACLU",0,False,False
You just find it hard to believe because you support Trump and followed his ignorant campaign,1,False,False
"If men are against abortion they desire both sexes to be saved, both male and female, they are not against female babies but those who are for abortion kill female babies also",0,False,False
One guy got out and shouted Allah Akbar to show his idiotic devotion the other sped away,1,False,False
"More evidence, as if any were needed, that liberalism is a mental disorder",1,False,False
"If so, then God created gays",0,False,False
"

If the millennial generation and their peculiar brand of narcissism is any indication, Christmas has become a celebration of wearing goofy hats and sweaters",0,False,False
These are a part of the segment of Muslims who are Radical Extreme Muslim Terrorists,1,False,False
Were you wearing your super cool black mask when you wrote that,0,False,False
And meanwhile Bill Clinton fouls his intern before lying about it and getting impeached,1,False,False
It's a black hole for your money,0,False,False
How big will this double standard get before someone stops it,1,False,False
"I am sure the Archbishop would like to get rid of gay marriage and bring back bans on sodomy and contraception, but the rest of the Country or the people in the pews do not",0,False,False
"That is the lesson of the garbage dumps at Churchill, Manitoba, and elsewhere",0,False,False
"From the period 1999 â€“ 2012, the team at BSC have helped countless gay couples and single gay men become parents through egg donation and surrogacy",0,False,False
"But now, with Trump the racist in the White House saying his racist things, these people can now freely come out from the woodwork and say their ignorant things like ""He says what's been on my mind",1,False,False
"But don't ask the states to, they are constitutionally incompetent on that question, as they show every time they try to do voter limitation, TRAP laws, anti-gay wedding regulation, et al",0,False,False
a party with no interest in expanding beyond it's white racist base,1,False,False
When religious people no matter what denomination they belong to start mentioning and using Religion as part of their defense BE WARY,0,False,False
Going after healthcare makes sense if you're a narcissistic vindictive personality whose demagoguery orbited around Obama for the last 8 years,0,False,False
It is saddening the you feel Muslim women are easy targets,0,False,False
"Adults should be, as much as possible,  models of responsibility, setting good examples not examples of idiocy",1,False,False
Keep digging your leftist partisan hole deeper,1,True,False
"What he SAID was: ""Think not that I come to destroy the Law"" (Torah) ""nor the Prophets"" (books of Exekiel, Isaiah, etc",0,False,False
Hungarians have historically nightmare experience with muslims,0,False,False
And in the face of this violence our cowardly academic institutions are all too willing to fold,1,False,False
"His racist and misogynist fans only voted for him because he is an ignorant, white male",1,True,False
"There are lots of restaurants that make you pay before they serve you fag, you retarded",1,False,False
"The more you type, the more I realize why most black Americans never vote for the patronizing GOP",0,False,False
"This was minor entertainment for The Donald, New York City's biggest trash-sifter",1,False,False
You're a racist exploiter struggling to make a place for yourself in the fascist pantheon,1,False,False
"It was simply them finding out that the cake was for a gay wedding, and refusing them right then and there",0,False,False
There is no way she did not know what was happening,0,False,False
"
* Why are requests for religious accommodation in schools and other places made by Muslims often treated more solicitously than similar requests made by Christians, Jews, Hindus et al",1,False,False
"Yes, both gay and straight people are looking for lust at 2am in the bars",0,False,False
This  means those who disagree know of men boasting of sexual assaulting women,0,False,False
"com/news/meditation-students-mindful-moments-program-robert-w-coleman-elementary-school/
We need to remember that if a person is agitated and angry, the chances are that he would further proliferate anger",0,False,False
Trump is a sexist pig,1,False,False
"White people are dumb, you import third worlders and pander to terrorist scum",1,False,False
"Marijuana is a marvelous plant and dirty hippies are, well",1,False,False
a very condescending prejudicial comment reminds of Card Kasper's comment during the synod that African bishops had no business talking to the west about their views on marriage because after all morality is cultural and situational,0,False,False
How does one teach the mechanics of homosexual sex without suggesting it is morally acceptable,0,False,False
Does it mean supporting equal rights for gay people,0,False,False
I'm a tribal card holder who still visits relatives on the Res and I can tell you without a doubt that a lot of Indians hate white people and black people in a very racialist way,0,False,False
"""Trump is not a liar"", according to the White House",1,False,False
"
Encouraging women and girls to be blissfully stupid is a strange way to show you have the ""best interests"" of them in mind",1,False,False
"Facts yet to be widely known will show many of them to be felons, traitors and morons",1,False,False
If I were a transgender I wouldn't announce it to the world,0,False,False
"Now with this latest lawsuit, she has given BLACK people, TWO BLACK eyes",0,False,False
As someone who grew up an a Greek Orthodox family we were taught that any other Christian denomination is wrong and destined for hell,0,False,False
"If ""Black lives matter,"" why do Blacks KILL FAR MORE Blacks, and commit FAR MORE crimes against Blacks, than Whites do, whether against Blacks or other Whites",1,False,False
"It's 2017, you want to brainwash your children with a bunch of dangerous nonsense, it's not ok",0,False,False
"Problem with STL, black people have a hard time getting past the vetting system",0,False,False
an article on POSSIBLY renaming two buildings on the UO campus and therefore it is time to play the domino theory(see USA argument for the Vietnam War) card i,0,False,False
Did he donate the prize or items back to the organization and did he get a receipt for it as a donation that was taken off on his taxes,0,False,False
"The negro men and stout boys work, on the average, in good weather, not more than nine hours a day",0,False,True
"
Hopefully the washroom transgender big Obama's preoccupation   will be included in the new self-congratulatory museum, library where as the report states, users will get to 'find out ' all about the greatness of this  husband and wife rich entrepreneurs team",0,False,False
Children rarely get confused about gender but they are sponges & this crap just feeds them this social contagion,1,False,False
"
You need to think below the conventional wisdom we're handed by our leaders",0,False,False
What's wrong with the whole UNITE the RIGHT nonsense,0,False,False
"Man, Jay's fans are in for some barren times with this fool as GM",1,False,False
"It matters not if the affected is gay, straight, man or woman, black white or any shade in between",0,False,False
"However - there is one other option for removing DJT from office, and that has to do with mental incompetence",0,False,False
"

  The ""Me Generation"" of the 80's took the collectivity out of our lifestyles and replaced it with narcissistic individualism",0,False,False
"They can be just as intolerant, if not worse",1,False,False
"1 Black swinging a car jack at my head trying too collect a debt owed:
friend with me got 60 stitches in his head",1,False,False
"Suck it up Liberal cry babies, Trump won and your reign of White male hating, race baiting, fear mongering, gun grabbing and ignorance is over",1,False,False
"Your fear, ignorance, and bigotry is a worse condemnation of your ideology than any ""attack"" you perceive from outside of it",0,False,False
"

Your lack of knowledge makes you look like a 100% idiot",1,False,False
Blacks robbed me numerous other times,1,False,False
"


Yes, the majority of America that did NOT vote for this idiot and do not support him now should just ""get over it"", no matter what he does, because he won the EC",0,False,False
"June 6, 1967 After circling 5 hrs, 6 unmarked fighters, 3 torpedo boats & 2 assault helicopters attack unarmed Americans for 90 minutes",0,False,False
or are just not hired despite ability,0,False,False
Pushback on the niqab shouldn't be a surprise,0,False,False
Muslims-Arabs have been terribly treated over the century,0,False,False
What I find most curious about you is your determination to defend Muslims & their 'right' to practice religion within a school system that denies it to others,0,False,False
"html
This site was put up by a transgender who got the surgery & later regretted it",0,False,False
"

My guess is perhaps you are some of the few 25 year olds still going to mass so the sexism and LGBT poor treatment don't bother you that much",0,False,False
"""I know that the woman who lives there has been in the Salem Mental Health facility 3 times in the last 10 years",1,False,False
More homosexual men out of the closet will lead to more incidents of same-sex sodomy acts and more people adopting a homosexual identity,1,False,False
"M-103 is a travesty, you can not give 1 specific Religion Preferential treatment over all others if we implement this law then we need to implement specific laws for each Individual Religion in Canada",0,False,False
"If you're just going to walk into any old place on the street and pick some stupid flash art off the wall, or go for a promotional price offer, well you're assuming a lot of risk there",0,False,False
You want the mental hospital closed as well,0,False,False
"There's no need for the word without homosexuals, because it's not an organized group of activists",0,False,False
"
Rope and chain are serious ""triggers""

American blacks will not succeed until they quit playing the victim",1,False,False
My understanding is that there is indeed a great deal of bias - towards diversity,0,False,False
"Right, and up is down, black is white, in your topsy-turvy world",0,False,False
Many Islamic women cleverly use feminisim and human rights against their adopted western countries - two things which are non-existent in Muslim countries,0,False,False
